Rut Compañía;Compañía;Tipo;N° Patente;Marca;Modelo;Año;Color;Tipo de Siniestro/Perdida;Estado;Tipo operación;Fecha Operación;Monto Percibido M$
99147000-K;BCI SEGUROS GENERALES;1;JBLY 84;CHEVROLET;SAIL CLASSIC 1.4;2016;NARANJO METALICO;2;3;1;22-11-2016;2400
99147000-K;BCI SEGUROS GENERALES;1;JBZP 21;SUZUKI;SWIFT GA 1.2;2016;AZUL CLARO;2;3;1;08-11-2016;2400
99147000-K;BCI SEGUROS GENERALES;1;JCXK 43;KIA MOTORS;RIO 5 EX 1.4;2016;ROJO SIGNAL;2;3;1;16-11-2016;2900
99147000-K;BCI SEGUROS GENERALES;1;MY 2732;CHEVROLET;UPLANDER LS VAN 3.9;2007;AMARILLO METALICO;2;3;1;08-11-2016;2150
99147000-K;BCI SEGUROS GENERALES;1;MZ 5513;PEUGEOT;307 D SIGN BREAK 1.6;2007;ROJO LUCIFER;2;3;1;22-11-2016;1300
99147000-K;BCI SEGUROS GENERALES;1;NN 1008;MAZDA;323 GLX 1.6 AUT;1995;ROJO BURDEO METALIC;2;3;1;08-11-2016;500
99147000-K;BCI SEGUROS GENERALES;1;PW 7404;SUZUKI;SWIFT GL 1.5;2007;BLANCO PERLA;2;3;1;15-11-2016;2550
99147000-K;BCI SEGUROS GENERALES;2;SW 7063;CHEVROLET;MONTANA SPORT 1.8;2007;ROJO LIRA;2;3;1;22-11-2016;2050
99147000-K;BCI SEGUROS GENERALES;1;TB 8908;RENAULT;MEGANE RXE 2.0;1999;BLANCO;2;3;1;30-11-2016;700
99147000-K;BCI SEGUROS GENERALES;1;TK 6774;SUZUKI;BALENO;2000;BLANCO;2;3;1;09-11-2016;900
99147000-K;BCI SEGUROS GENERALES;1;VC 4045;PEUGEOT;106 XN 1.1;2002;AZUL MAURITIUS;2;3;1;29-11-2016;600
99147000-K;BCI SEGUROS GENERALES;1;VH 5486;SUBARU;FORESTER 2.0I AWDGLEB;2002;BLANCO;2;3;1;15-11-2016;1950
99147000-K;BCI SEGUROS GENERALES;1;VT 9632;CHEVROLET;CORSA GLS 1.8;2003;GRIS VIRGO;2;3;1;15-11-2016;1400
99147000-K;BCI SEGUROS GENERALES;1;WB 5780;SAMSUNG;SM 3 1.5;2006;BEIGE;2;3;1;23-11-2016;1200
99147000-K;BCI SEGUROS GENERALES;2;WE 6916;KIA MOTORS;FRONTIER II 2.5;2006;BLANCO INVIERNO;2;3;1;30-11-2016;3700
99147000-K;BCI SEGUROS GENERALES;1;WH 5287;HYUNDAI;TERRACAN GL 2.9 AT;2006;PLATEADO;2;3;1;29-11-2016;1200
99147000-K;BCI SEGUROS GENERALES;1;WU 6158;HYUNDAI;ACCENT GLS 1.6;2007;ROJO BURDEO;2;3;1;15-11-2016;1900
99147000-K;BCI SEGUROS GENERALES;3;WV 9162;FREIGHTLINER;CL 120;2007;BLANCO;1;1;1;27-10-2016;1000
99147000-K;BCI SEGUROS GENERALES;1;XD 3722;CHEVROLET;AVEO LT 1.4;2004;ROJO SUPER;2;3;1;15-11-2016;1300
99147000-K;BCI SEGUROS GENERALES;1;XG 7835;MAZDA;3 1.6;2004;PLATEADO METALICO;2;3;1;29-11-2016;2700
99147000-K;BCI SEGUROS GENERALES;1;XW 6683;HYUNDAI;SANTA FE GLS 4X4 2.2 AUT.;2007;CELESTE;2;3;1;30-11-2016;4600
99147000-K;BCI SEGUROS GENERALES;1;XX 9817;FORD;ECOSPORT XLS;2004;ROJO LISO;2;3;1;15-11-2016;1100
99147000-K;BCI SEGUROS GENERALES;1;YP 5228;VOLKSWAGEN;GOL G3 1.6;2005;GRIS COSMOS;2;3;1;08-11-2016;1400
99147000-K;BCI SEGUROS GENERALES;1;YP 5685;CITROEN;C3 SX 1.4 AUT;2005;AZUL LUCIA;2;3;1;08-11-2016;1200
99147000-K;BCI SEGUROS GENERALES;1;YZ 6825;KIA MOTORS;CARENS LX GSL 2.0;2005;BLANCO INVIERNO;2;3;1;29-11-2016;1100
99147000-K;BCI SEGUROS GENERALES;2;ZP 5520;MAZDA;B2500 D CAB 4X4 2.5;2006;GRIS;2;3;1;08-11-2016;2700
99147000-K;BCI SEGUROS GENERALES;1;ZP 6951;VOLKSWAGEN;VENTO STYLE 2.5;2006;PLATEADO METALICO;2;3;1;22-11-2016;1000
99147000-K;BCI SEGUROS GENERALES;1;ZW 2179;NISSAN;TIIDA 1.6 AUT;2007;AZUL METALICO;2;3;1;22-11-2016;1900
99147000-K;BCI SEGUROS GENERALES;1;ZY 8981;SUZUKI;ALTO DLX 1.1;2007;BLANCO;2;3;1;23-11-2016;800
99231000-6;HDI  (EX. MAGALLANES);1;BDBC 31;TOYOTA;YARIS;2008;BLANCO;2;3;1;23-11-2016;1900
99231000-6;HDI  (EX. MAGALLANES);1;BDBY 69;FIAT;G PUNTO SPORTING 1.4;2008;NEGRO;2;3;1;14-11-2016;2600
99231000-6;HDI  (EX. MAGALLANES);7;BDPL 35;TOYOTA;4RUNNER SR5 4X4 4.0 AUT;2008;GRIS METALICO;2;3;1;08-11-2016;2850
99231000-6;HDI  (EX. MAGALLANES);2;BFLC 32;NISSAN;D 21 D.CAB 2.4;2008;BLANCO;2;3;1;14-11-2016;1800
99231000-6;HDI  (EX. MAGALLANES);1;BFPL 13;KIA MOTORS;MORNING EX 1.1;2008;PLATEADO PLATA LIQUI;2;3;1;20-10-2016;1650
99231000-6;HDI  (EX. MAGALLANES);5;BI 0728;HONDA;CB500X;2015;NEGRO;2;3;1;28-11-2016;500
99231000-6;HDI  (EX. MAGALLANES);1;BKLJ 59;TOYOTA;YARIS GLI 1.5 AUT;2008;VERDE TURQUESA MICA;2;3;1;07-11-2016;2643
99231000-6;HDI  (EX. MAGALLANES);1;BLFB 53;CITROEN;C3 SX 1.4;2008;NEGRO ONYX;2;3;1;22-11-2016;850
99231000-6;HDI  (EX. MAGALLANES);1;BLGH 18;SUZUKI;MARUTI MB 308;2008;AZUL METALICO;2;3;1;25-10-2016;900
99231000-6;HDI  (EX. MAGALLANES);1;BLXR 79;MAZDA;2 1.5;2008;GRIS OSCURO;2;3;1;28-11-2016;1750
99231000-6;HDI  (EX. MAGALLANES);2;BPHC 48;NISSAN;TERRANO 2.4;2010;BLANCO;2;3;1;29-11-2016;2050
99231000-6;HDI  (EX. MAGALLANES);1;BPRB 63;MAZDA;2 1.5;2009;ROJO;2;3;1;20-10-2016;2200
99231000-6;HDI  (EX. MAGALLANES);1;BPWK 88;MAZDA;6 2.0;2008;PLATEADO PLATA OSCUR;2;3;1;08-11-2016;2400
99231000-6;HDI  (EX. MAGALLANES);3;BRHS 80;CHEVROLET;NKR 85E RS;2008;BLANCO;2;3;1;28-11-2016;2350
99231000-6;HDI  (EX. MAGALLANES);1;BRZF 51;CHEVROLET;CORSA;2009;BLANCO MAHLER;2;3;1;23-11-2016;1200
99231000-6;HDI  (EX. MAGALLANES);7;BRZK 30;PEUGEOT;PARTNER M59 HDI 1.6;2008;BLANCO BANQUISE;2;3;1;07-11-2016;800
99231000-6;HDI  (EX. MAGALLANES);7;BSTH 78;HYUNDAI;SANTA FE GLS FULL 4X4 2.7 A;2008;NEGRO PERLA;2;3;1;22-11-2016;3750
99231000-6;HDI  (EX. MAGALLANES);1;BTGH 88;HYUNDAI;ACCENT GL PS CRDI 1.5;2009;AZUL;2;3;1;07-11-2016;2360
99231000-6;HDI  (EX. MAGALLANES);7;BTWW 73;PEUGEOT;BOXER X2 50 TOLE 330 HDI 2.2;2009;BLANCO BANQUISE;2;3;1;21-11-2016;3804
99231000-6;HDI  (EX. MAGALLANES);1;BVSS 90;CHEVROLET;SPARK LT HB 1.0;2009;BLANCO GALAXY;2;3;1;22-11-2016;1300
99231000-6;HDI  (EX. MAGALLANES);1;BWKT 78;KIA MOTORS;RIO JB EX 1.4;2009;BLANCO INVIERNO;2;3;1;08-11-2016;2350
99231000-6;HDI  (EX. MAGALLANES);1;BWVD 94;PEUGEOT;207 COMPACT ONE LINE 1.4;2009;AZUL NEYSHA;2;3;1;22-11-2016;1450
99231000-6;HDI  (EX. MAGALLANES);1;BXLD 46;SAMSUNG;SM3 ENTRY 1.6;2011;NEGRO GRIS;2;3;1;08-11-2016;1200
99231000-6;HDI  (EX. MAGALLANES);2;BYCG 98;MAHINDRA;PIK UP DCAB CRDE 2.6;2009;BLANCO;2;3;1;08-11-2016;1500
99231000-6;HDI  (EX. MAGALLANES);2;BZLZ 71;SSANGYONG;ACTYON;2009;BLANCO;2;3;1;09-11-2016;2310
99231000-6;HDI  (EX. MAGALLANES);5;CCP 094;HONDA;CB 1;2015;AZUL;2;3;1;20-10-2016;400
99231000-6;HDI  (EX. MAGALLANES);1;CCVT 46;SUZUKI;SWIFT GL 1.5;2010;BLANCO PERLA;2;3;1;15-11-2016;2400
99231000-6;HDI  (EX. MAGALLANES);1;CCYK 31;SAMSUNG;SM3 LE 1.6;2009;BEIGE;2;3;1;21-11-2016;1873
99231000-6;HDI  (EX. MAGALLANES);7;CDJJ 25;SUZUKI;GRAND VITARA 1.6;2009;PLATEADO PLATA;2;3;1;22-11-2016;2150
99231000-6;HDI  (EX. MAGALLANES);5;CDS 082;TRIUMPH;ROCKET III 2300CC;2015;NEGRO;2;3;1;20-10-2016;4100
99231000-6;HDI  (EX. MAGALLANES);1;CFJP 64;CHEVROLET;CORSA III HB 1.6;2010;PLATEADO METALICO;2;3;1;15-11-2016;1700
99231000-6;HDI  (EX. MAGALLANES);1;CHFB 41;TOYOTA;YARIS;2010;PLATEADO SILVER MICA;1;1;1;20-10-2016;750
99231000-6;HDI  (EX. MAGALLANES);2;CJVY 76;GREAT WALL;DEER XL 2.2;2010;VERDE PERLA;2;3;1;03-11-2016;1450
99231000-6;HDI  (EX. MAGALLANES);2;CJZS 66;HONDA;RIDGELINE RTL;2010;GRIS GRAFITO METALIC;2;3;1;15-11-2016;5400
99231000-6;HDI  (EX. MAGALLANES);7;CKBJ 91;RENAULT;KOLEOS;2011;GRIS LAVA;2;3;1;16-11-2016;2200
99231000-6;HDI  (EX. MAGALLANES);7;CKCL 41;SSANGYONG;NEW KYRON 2.0 AT;2010;PLATEADO;2;3;1;21-11-2016;4302
99231000-6;HDI  (EX. MAGALLANES);1;CKDX 73;MAZDA;6 V 2.0;2011;GRIS OSCURO;2;3;1;20-10-2016;3550
99231000-6;HDI  (EX. MAGALLANES);1;CKSD 77;MINI;COOPER;2010;PLATEADO;2;3;1;07-11-2016;5365
99231000-6;HDI  (EX. MAGALLANES);2;CKWB 38;VOLKSWAGEN;AMAROK HIGHLINE TDI 4X4 2.0;2011;NEGRO PERLADO;2;3;1;22-11-2016;4550
99231000-6;HDI  (EX. MAGALLANES);7;CKYJ 72;HONDA;CRV LXS 2.4 AUT;2010;BLANCO;2;3;1;15-11-2016;3900
99231000-6;HDI  (EX. MAGALLANES);7;CKYW 37;PEUGEOT;PARTNER M59 HDI 1.6;2010;BLANCO BANQUISE;2;3;1;15-11-2016;1650
99231000-6;HDI  (EX. MAGALLANES);1;CKZC 88;HONDA;CIVIC EXL 1.8 AUT;2010;GRIS GRAFITO;2;3;1;29-11-2016;2900
99231000-6;HDI  (EX. MAGALLANES);2;CLST 42;KIA;NEW CARENS LX 2,0;2010;PLATEADO PLATA TITAN;2;3;1;20-10-2016;2100
99231000-6;HDI  (EX. MAGALLANES);2;CLSW 59;SSANGYONG;ACTYON SPORT 2.0;2010;ROJO ELECTRICO;2;3;1;07-11-2016;3824
99231000-6;HDI  (EX. MAGALLANES);1;CPCG 24;HYUNDAI;ELANTRA GLS 1.6;2010;NEGRO GRIS;2;3;1;14-11-2016;2048
99231000-6;HDI  (EX. MAGALLANES);7;CRDP 18;FIAT;DUCATO MAXI CARGO MULTIJET 2;2010;BLANCO BANCHISA;2;3;1;15-11-2016;2650
99231000-6;HDI  (EX. MAGALLANES);7;CRGX 21;JEEP;CHEROKEE;2010;VERDE;2;3;1;23-11-2016;3400
99231000-6;HDI  (EX. MAGALLANES);1;CSDK 76;BMW;320IA A FL 2.0 AUT;2011;BLANCO;2;3;1;28-11-2016;5520
99231000-6;HDI  (EX. MAGALLANES);1;CSYF 37;KIA MOTORS;RIO JB EX DAB 1.4;2011;NEGRO MIDNIGHT;2;3;1;15-11-2016;2500
99231000-6;HDI  (EX. MAGALLANES);7;CTCS 45;JEEP;COMPASS SPORT 2.4 AUT;2011;GRIS ACERO PLATA;2;3;1;22-11-2016;2500
99231000-6;HDI  (EX. MAGALLANES);2;CTFD 19;CHEVROLET;L200 KATANA DCAB CRM 4X4 2.5;2011;BLANCO FAIRY;2;3;1;14-11-2016;3500
99231000-6;HDI  (EX. MAGALLANES);7;CTGK 21;CHEVROLET;OPTRA;2011;GRIS OSCURO METALICO;2;3;1;16-11-2016;1210
99231000-6;HDI  (EX. MAGALLANES);1;CVKG 45;SAMSUNG;SM3 ENTRY 1.6;2011;PLATEADO CLARO;1;1;1;25-10-2016;400
99231000-6;HDI  (EX. MAGALLANES);1;CVKY 29;CHEVROLET;AVEO III LT HB 1.4;2011;ROJO BURDEO MET;2;3;1;07-11-2016;900
99231000-6;HDI  (EX. MAGALLANES);1;CVSV 34;SUBARU;WRX 2.5 AWD;2011;PLATEADO CHISPIANTE;2;3;1;07-11-2016;7000
99231000-6;HDI  (EX. MAGALLANES);7;CVXY 29;HYUNDAI;TUCSON;2011;NEGRO;2;3;2;03-11-2016;6956
99231000-6;HDI  (EX. MAGALLANES);1;CWTL 93;NISSAN;TIIDA;2011;PLATEADO;2;3;1;20-10-2016;1800
99231000-6;HDI  (EX. MAGALLANES);7;CWZJ 81;LAND ROVER;RANGE ROVER SPORT;2011;NEGRO SANTORINI;2;3;1;21-11-2016;11900
99231000-6;HDI  (EX. MAGALLANES);1;CXRJ 35;JAC;A 137 SPORT SE 1.3;2011;ROJO CLARO;2;3;1;25-10-2016;1200
99231000-6;HDI  (EX. MAGALLANES);2;CXRL 21;NISSAN;TERRANO D CAB 2.4;2011;PLATEADO PLATA;2;3;1;20-10-2016;2750
99231000-6;HDI  (EX. MAGALLANES);2;CXRZ 83;RENAULT;KOLEOS;2011;BLANCO PERLA;2;3;1;20-10-2016;3100
99231000-6;HDI  (EX. MAGALLANES);7;CXSG 47;CHEVROLET;CAPTIVA 2.4;2011;PLATEADO METALICO;2;3;1;08-11-2016;2600
99231000-6;HDI  (EX. MAGALLANES);1;CYBR 27;CITROEN;C3 SX 1.4;2011;NEGRO OBSIDIEN;2;3;1;14-11-2016;2350
99231000-6;HDI  (EX. MAGALLANES);1;CYBZ 63;RENAULT;LOGAN EXPRESSION 1.6;2011;AZUL GRIS;2;3;1;20-10-2016;900
99231000-6;HDI  (EX. MAGALLANES);1;CYKP 26;LEXUS;NEW II IS250 2.5 AUT;2011;GRIS OSCURO MICA;2;3;1;15-11-2016;4100
99231000-6;HDI  (EX. MAGALLANES);7;CYPX 40;VOLKSWAGEN;19320E;2011;BLANCO;2;3;1;08-11-2016;5000
99231000-6;HDI  (EX. MAGALLANES);4;CYSD 72;MERCEDES BENZ;O500 RSD;2011;GRIS ROJO AMARILLO R;2;3;1;25-10-2016;15800
99231000-6;HDI  (EX. MAGALLANES);1;CZCY 51;CHEVROLET;SAIL LT 1.4;2011;BLANCO;2;3;1;20-10-2016;1650
99231000-6;HDI  (EX. MAGALLANES);1;DBHV 26;CHEVROLET;SPARK LITE HB 800CC;2011;ROJO;2;3;1;07-11-2016;1700
99231000-6;HDI  (EX. MAGALLANES);1;DBJX 88;CHEVROLET;SPARK LITE HB 800;2011;PLATEADO METALICO;2;3;1;08-11-2016;850
99231000-6;HDI  (EX. MAGALLANES);3;DBTT 18;KIA MOTORS;FRONTIER II 3.0;2011;BLANCO INVIERNO;2;3;1;07-11-2016;3300
99231000-6;HDI  (EX. MAGALLANES);7;DCLS 51;SSANGYONG;REXTON;2011;NEGRO;2;3;1;09-11-2016;4800
99231000-6;HDI  (EX. MAGALLANES);1;DCRZ 77;CHEVROLET;SAIL NB 1.4;2011;AZUL METALICO;2;3;1;07-11-2016;2253
99231000-6;HDI  (EX. MAGALLANES);1;DCXC 38;HONDA;ACCORD EX L 2.4 AUT;2011;GRIS GRAFITO;2;3;1;14-11-2016;4868
99231000-6;HDI  (EX. MAGALLANES);1;DDFP 90;MAZDA;2 SPORT 1.5;2011;BLANCO MICA;2;3;1;28-11-2016;2600
99231000-6;HDI  (EX. MAGALLANES);1;DDGW 64;SUZUKI;SWIFT GL 1.4 AT;2011;GRIS BLANCO PERLA;2;3;1;07-11-2016;3258
99231000-6;HDI  (EX. MAGALLANES);1;DFDD 43;KIA MOTORS;RIO JB EX 1.4;2011;BLANCO INVIERNO;2;3;1;20-10-2016;2350
99231000-6;HDI  (EX. MAGALLANES);1;DFTV 30;NISSAN;TIIDA S 1.6;2011;AMARILLO;1;1;1;21-11-2016;400
99231000-6;HDI  (EX. MAGALLANES);7;DGXY 62;NISSAN;XTRAIL FULL 4WD 2.5;2011;NEGRO;2;3;1;03-11-2016;1900
99231000-6;HDI  (EX. MAGALLANES);1;DGYV 94;CHEVROLET;SAIL 1.4;2011;ROJO;2;3;1;08-11-2016;1600
99231000-6;HDI  (EX. MAGALLANES);1;DHCP 71;SAMSUNG;SM5 PE 2.0 AT;2011;PLATEADO CALRO;2;3;1;21-11-2016;2048
99231000-6;HDI  (EX. MAGALLANES);7;DHDJ 86;MITSUBISHI;MONTERO SPORT G2 2.5 AUT;2012;GRIS PLATA;1;1;1;25-10-2016;2000
99231000-6;HDI  (EX. MAGALLANES);1;DHJF 61;SAMSUNG;SM3 SE 16;2011;BLANCO;2;3;1;21-11-2016;2600
99231000-6;HDI  (EX. MAGALLANES);1;DHKV 99;BMW;X3 XDRIVE 20D 2,0 AUT;2011;NEGRO;2;3;1;28-11-2016;8195
99231000-6;HDI  (EX. MAGALLANES);1;DHXT 12;MAZDA;2 SPORT HB 1.5;2011;GRIS OSCURO;2;3;1;20-10-2016;2400
99231000-6;HDI  (EX. MAGALLANES);7;DHXT 35;RENAULT;KOLEOS DINAMIQUE 4X4 2.5 AT;2011;BLANCO PERLA;2;3;1;14-11-2016;3707
99231000-6;HDI  (EX. MAGALLANES);1;DJFB 45;CHEVROLET;SPARK LITE HB 1.0;2012;AZUL DEPORTIVO;2;3;1;20-10-2016;1450
99231000-6;HDI  (EX. MAGALLANES);1;DJTF 30;SUZUKI;SX4 GLX SPORT 1.6;2012;PLATEADO PLATA;2;3;1;07-11-2016;1700
99231000-6;HDI  (EX. MAGALLANES);7;DJVP 40;TOYOTA;RAV4 2.4 AUT;2012;ROJO MICA METALICO;2;3;1;07-11-2016;3000
99231000-6;HDI  (EX. MAGALLANES);2;DJZV 78;NISSAN;NAVARA LE 4X4 2.5 AUT;2012;PLATEADO PLATA;2;3;1;15-11-2016;3900
99231000-6;HDI  (EX. MAGALLANES);1;DKDR 12;AUDI;A1;2012;NEGRO PHANTOM;2;3;1;20-10-2016;4100
99231000-6;HDI  (EX. MAGALLANES);1;DKKS 81;NISSAN;VERSA SENSE;2014;NEGRO GRIS;2;3;1;20-10-2016;2500
99231000-6;HDI  (EX. MAGALLANES);5;DKL 063;BMW;F800GS 798CC;2015;BLANCO LUMINOSO NEGR;2;3;2;10-11-2016;7008
99231000-6;HDI  (EX. MAGALLANES);1;DKLH 88;RENAULT;SANDERO HB STEPWAY 1.6;2012;ROJO VIVO;2;3;1;28-11-2016;2536
99231000-6;HDI  (EX. MAGALLANES);1;DLWW 18;KIA MOTORS;RIO 5 UB EX 1.4;2012;BLANCO INVIERNO;2;3;1;28-11-2016;3375
99231000-6;HDI  (EX. MAGALLANES);1;DPYW 56;MAZDA;3 SPORT 1.6;2012;GRIS OSCURO;2;3;1;15-11-2016;3200
99231000-6;HDI  (EX. MAGALLANES);1;DRGL 71;TOYOTA;URBAN CRUISER 1.3;2012;NEGRO MICA;2;3;1;28-11-2016;4050
99231000-6;HDI  (EX. MAGALLANES);7;DRGL 96;MITSUBISHI;MONTERO 3.8;2012;PLATEADO;2;3;1;03-11-2016;7100
99231000-6;HDI  (EX. MAGALLANES);7;DRPL 16;CHEVROLET;N300 MAX VAN 1.2;2012;BLANCO;2;3;1;29-11-2016;2000
99231000-6;HDI  (EX. MAGALLANES);1;DRSY 85;CHEVROLET;AVEO LT 1.4;2012;CELESTE MISTY LAKE;2;3;1;07-11-2016;2500
99231000-6;HDI  (EX. MAGALLANES);7;DSPB 75;CHEVROLET;OPTRA LS LIMITED 1.6;2012;GRIS OSCURO METALICO;2;3;1;15-11-2016;2950
99231000-6;HDI  (EX. MAGALLANES);1;DSVC 69;MINI;COOPER HATCHBACK;2012;AZUL OSCURO;2;3;1;07-11-2016;5668
99231000-6;HDI  (EX. MAGALLANES);1;DTCJ 69;HYUNDAI;I10 FL GLS 1.1;2012;PLATEADO;2;3;1;28-11-2016;2351
99231000-6;HDI  (EX. MAGALLANES);7;DTCY 77;TOYOTA;RAV4 2.4 AUT;2012;PLATEADO SILVER META;2;3;1;03-11-2016;4200
99231000-6;HDI  (EX. MAGALLANES);1;DTKY 29;KIA MOTORS;RIO 4 UB EX 1.4;2012;PLATEADO PLATA BRILL;2;3;1;14-11-2016;1300
99231000-6;HDI  (EX. MAGALLANES);1;DTLS 68;TOYOTA;YARIS GLI 1,5;2012;PLATEADO SILVER META;2;3;1;28-11-2016;3550
99231000-6;HDI  (EX. MAGALLANES);3;DTSJ 63;SCANIA;P360A;2012;BLANCO DIAMANTE;2;3;1;08-11-2016;12800
99231000-6;HDI  (EX. MAGALLANES);1;DTSP 87;CHEVROLET;AVEO LS 1.4;2012;PLATEADO PLATA METAL;2;3;1;08-11-2016;2050
99231000-6;HDI  (EX. MAGALLANES);1;DVGL 53;SUZUKI;ALTO GL2 800 CC;2012;ROJO BURDEO;2;3;1;14-11-2016;750
99231000-6;HDI  (EX. MAGALLANES);7;DVGS 48;DODGE;JOURNEY SXT AWD 3.6 AUT;2012;GRIS ACERO PLATA;2;3;1;22-11-2016;3450
99231000-6;HDI  (EX. MAGALLANES);1;DVKZ 97;HYUNDAI;I10 FL GLS 1.1;2012;PLATEADO;2;3;1;07-11-2016;2400
99231000-6;HDI  (EX. MAGALLANES);2;DVLC 58;MITSUBISHI;L200 KATANA;2012;GRIS;2;3;1;01-09-2016;1200
99231000-6;HDI  (EX. MAGALLANES);1;DVXL 21;PEUGEOT;207 PREMIUM HDI 1.6;2012;AZUL INARI;2;3;1;14-11-2016;3268
99231000-6;HDI  (EX. MAGALLANES);1;DVYT 56;PEUGEOT;207 PREMIUM FULL 1.4;2012;NEGRO OBSIDIEN;2;3;1;14-11-2016;2185
99231000-6;HDI  (EX. MAGALLANES);7;DVZD 75;CHEVROLET;CAPTIVA II LS 2.4;2012;NEGRO;2;3;1;22-11-2016;5600
99231000-6;HDI  (EX. MAGALLANES);1;DWGY 14;CHERY;FACE GL 1.3;2012;GRIS GRAFITO;2;3;1;15-11-2016;1000
99231000-6;HDI  (EX. MAGALLANES);1;DWJS 96;MITSUBISHI;L200;2012;BLANCO FAIRY;2;3;1;20-10-2016;3800
99231000-6;HDI  (EX. MAGALLANES);1;DWKR 96;CITROEN;C4 N2 1.6;2013;AZUL BOURRASQUE;2;3;1;28-11-2016;2900
99231000-6;HDI  (EX. MAGALLANES);1;DYDL 92;SUZUKI;ALTO GL HB 800 CC;2013;BLANCO;2;3;1;20-10-2016;500
99231000-6;HDI  (EX. MAGALLANES);1;DYDY 35;SKODA;FABIA AMBIENTE HB 1.6;2012;BEIGE CAPUCCINO MET;2;3;1;25-10-2016;1100
99231000-6;HDI  (EX. MAGALLANES);2;DZRC 47;NISSAN;TERRANO 2.5;2012;BLANCO;2;3;1;03-11-2016;3000
99231000-6;HDI  (EX. MAGALLANES);2;DZVZ 51;SSANGYONG;ACTYON SPORT 2.0 4X4;2013;NEGRO;2;3;1;01-09-2016;900
99231000-6;HDI  (EX. MAGALLANES);1;FBDC 55;SUZUKI;ALTO K10 GL 1.0;2012;NEGRO;2;3;1;22-11-2016;950
99231000-6;HDI  (EX. MAGALLANES);2;FBDX 82;DAIHATSU;TERIOS 1.5;2012;GRIS METALICO;2;3;1;20-10-2016;1600
99231000-6;HDI  (EX. MAGALLANES);1;FBFS 18;TOYOTA;CAMRY 2.5;2012;GRIS OSCURO METALICO;2;3;1;29-11-2016;3550
99231000-6;HDI  (EX. MAGALLANES);1;FCBZ 68;TOYOTA;URBAN CRUISER 1.3;2012;PLATEADO SILVER META;2;3;1;22-11-2016;3700
99231000-6;HDI  (EX. MAGALLANES);7;FCCL 40;VOLVO;FM 11;2013;AZUL;2;3;1;08-11-2016;10500
99231000-6;HDI  (EX. MAGALLANES);1;FCFX 47;NISSAN;TIIDA SPORT 1.6;2012;NEGRO;2;3;1;21-11-2016;3300
99231000-6;HDI  (EX. MAGALLANES);7;FCKL 57;HONDA;NEW CR V EX L 2.4 AUT;2012;NEGRO;2;3;1;22-11-2016;5950
99231000-6;HDI  (EX. MAGALLANES);1;FCLS 31;BMW;320I LUXURY 2.0 AUT;2013;BLANCO;2;3;1;28-11-2016;7902
99231000-6;HDI  (EX. MAGALLANES);1;FCLX 46;PEUGEOT;308 ACTIVE HDI 1.6;2013;GRIS SHARK;2;3;1;14-11-2016;3700
99231000-6;HDI  (EX. MAGALLANES);1;FCSG 32;GEELY;EMGRAND EC 1,8 SPORT;2012;NEGRO;2;3;1;20-10-2016;1700
99231000-6;HDI  (EX. MAGALLANES);1;FDTD 40;NISSAN;VERSA SENCE 1.6;2013;AZUL;1;1;1;28-11-2016;1400
99231000-6;HDI  (EX. MAGALLANES);1;FDTS 43;HYUNDAI;I30 GD GLS 1.6;2013;ROJO;2;3;1;29-11-2016;4200
99231000-6;HDI  (EX. MAGALLANES);1;FFGY 18;KIA MOTORS;MORNING EX 1.2;2013;NEGRO GALAXIA;2;3;1;14-11-2016;2448
99231000-6;HDI  (EX. MAGALLANES);1;FFTH 50;HYUNDAI;I10 FL GL 1.1;2013;PLATEADO;2;3;1;14-11-2016;1150
99231000-6;HDI  (EX. MAGALLANES);1;FFWF 26;HYUNDAI;I10 FL GLS 1.1;2014;PLATEADO PLATA;2;3;1;14-11-2016;1700
99231000-6;HDI  (EX. MAGALLANES);5;FGS 030;BMW;R1200GS 1170CC;2016;BLANCO;2;3;1;07-11-2016;3950
99231000-6;HDI  (EX. MAGALLANES);1;FGVJ 95;NISSAN;VERSA SENCE 1.6;2013;GRIS TITANIO;2;3;1;22-11-2016;2500
99231000-6;HDI  (EX. MAGALLANES);1;FHCY 35;MG;315;2013;GRIS;2;3;1;01-09-2016;1200
99231000-6;HDI  (EX. MAGALLANES);7;FHDD 27;PEUGEOT;PARTNER HDI 1.6;2013;BLANCO BANQUISE;2;3;1;22-11-2016;3380
99231000-6;HDI  (EX. MAGALLANES);1;FHLZ 64;AUDI;TT 1.8;2001;PLATEADO PLATA;2;3;1;08-11-2016;4000
99231000-6;HDI  (EX. MAGALLANES);7;FHZG 85;JEEP;NEW COMPASS SPORT 2.4 AUT;2013;NEGRO;2;3;1;07-11-2016;5082
99231000-6;HDI  (EX. MAGALLANES);1;FJCD 98;KIA MOTORS;RIO 5 UB EX 1.4;2013;BLANCO INVIERNO;2;3;1;03-11-2016;2850
99231000-6;HDI  (EX. MAGALLANES);7;FJJL 97;JEEP;COMPASS SPORT 2.4 AT;2013;GRIS GRAFITO;2;3;1;14-11-2016;5092
99231000-6;HDI  (EX. MAGALLANES);1;FJTB 28;CHEVROLET;SPARK GT II LT 1.2;2013;PLATEADO PLATA METAL;2;3;1;15-11-2016;1850
99231000-6;HDI  (EX. MAGALLANES);5;FKD 096;BENELLI;TNT 600S;2016;GRIS GRAFITO;2;3;1;28-11-2016;1300
